source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Prayoon Klinshom,Somsak Varakamin,1,5,famplan,famplan,,,1
Prayoon Klinshom,Varaporn Devaphalin,1,1,famplan,famplan,,,1
Prayoon Klinshom,Tongplaew Narkavonnakit,1,4,famplan,famplan,,,1
Prayoon Klinshom,Tony Bennett,1,4,famplan,famplan,,,1
Ansley J. Coale,Samuel Preston,14,2,general,demography,Coale,Preston,1
James Trussell,Samuel Preston,24,2,demography,demography,,Preston,1
Maxine Weinstein,Samuel Preston,1,2,demography,demography,,Preston,1
John Hobcraft,Samuel Preston,3,2,famplan,demography,,Preston,1
Jane Menken,Samuel Preston,11,2,demography,demography,Menken,Preston,1
Peter C. Miller,Robert J. Lapham,2,3,famplan,famplan,,,1
Lillian Tao,Robert J. Lapham,1,3,famplan,famplan,,,1
Robert J. Lapham,Walter B. Watson,3,2,famplan,famplan,,,1
Robert J. Lapham,W. Parker Mauldin,3,10,famplan,demography,,Mauldin,1
D. E. Bloom,J. Trussell,1,3,demography,demography,,,1
German Rodriguez,John Hobcraft,4,3,famplan,famplan,,,1
John Hobcraft,John W. Mcdonald,3,1,famplan,demography,,,1
John Hobcraft,Shea Rutstein,3,1,famplan,demography,,,1
Jane Menken,John Hobcraft,11,3,demography,famplan,Menken,,1
John Hobcraft,Samuel Preston,3,2,famplan,demography,,Preston,1
Alfredo Gallegos,Jose Antonio Solis,1,1,famplan,famplan,,,1
Jorge Garcia Pena,Jose Antonio Solis,1,1,famplan,famplan,,,1
Alan Keller,Jose Antonio Solis,5,1,famplan,famplan,,,1
Angela M. De Mendoza,Leo Morris,1,9,famplan,famplan,,,1
Angela M. De Mendoza,Ricardo Castaneda Rugamas,1,1,famplan,famplan,,,1
Angela M. De Mendoza,Sam Taylor,1,1,famplan,famplan,,,1
Sandra L. Huffman,W. Henry Mosley,7,5,famplan,general,,,3
A. K. M. Alauddin Chowdhury,W. Henry Mosley,6,5,general,general,,,3
Rose E. Frisch,W. Henry Mosley,5,5,general,general,,,1
Janet W. Mcarthur,W. Henry Mosley,1,5,general,general,,,1
Lincoln C. Chen,W. Henry Mosley,10,5,famplan,general,,,1
J. Chakraborty,W. Henry Mosley,8,5,demography,general,,,1
J. Chakraborty,Makhlisur Rahman,8,4,demography,famplan,,,4
J. Chakraborty,W. H. Mosley,8,2,demography,famplan,,,2
Atiqur Rahman Khan,J. Chakraborty,4,8,demography,demography,,,1
A. I. Chowdhury,J. Chakraborty,2,8,famplan,demography,,,2
J. Chakraborty,James F. Phillips,8,6,demography,famplan,,,3
J. Chakraborty,Ruth Simmons,8,6,demography,pubh,,,1
J. Chakraborty,Wayne S. Stinson,8,2,demography,famplan,,,2
J. Chakraborty,Shushum Bhatia,8,8,demography,famplan,,,3
A. S. G. Faruque,J. Chakraborty,2,8,famplan,demography,,,2
J. Chakraborty,Lincoln C. Chen,8,10,demography,famplan,,,1
J. Chakraborty,Stan Dsouza,8,4,demography,famplan,,,1
A. M. Sardar,J. Chakraborty,1,8,famplan,demography,,,1
J. Chakraborty,Sandra L. Huffman,8,7,demography,famplan,,,1
A. K. M. Alauddin Chowdhury,J. Chakraborty,6,8,general,demography,,,1
J. Chakraborty,W. Henry Mosley,8,5,demography,general,,,1
Antonio Golini,Nathan Keyfitz,2,9,eugenics,economics,,Keyfitz,1
Antonio G. Cisneros,Donald W. Maccorquodale,1,3,famplan,famplan,,,1
Anthony R. Measham,Antonio G. Cisneros,6,1,demography,famplan,,,1
Maylin Simpson-Herbert,Sandra L. Huffman,1,7,famplan,famplan,,,1
A. K. M. Alauddin Chowdhury,Sandra L. Huffman,6,7,general,famplan,,,4
Sandra L. Huffman,W. Henry Mosley,7,5,famplan,general,,,3
Rose E. Frisch,Sandra L. Huffman,5,7,general,famplan,,,1
Janet W. Mcarthur,Sandra L. Huffman,1,7,general,famplan,,,1
Barbara B. Lamphere,Sandra L. Huffman,1,7,demography,famplan,,,1
Sandra L. Huffman,Zenas M. Sykes,7,2,famplan,demography,,,1
J. Chakraborty,Sandra L. Huffman,8,7,demography,famplan,,,1
Charles F. Westoff,Norman B. Ryder,29,8,demography,famplan,Westoff,Ryder,1
George F. Brown,Hervé Gauthier,6,4,famplan,famplan,,,4
A. A. Armar,Hervé Gauthier,1,4,famplan,famplan,,,1
Carmen Miro,Sergio Correu Azcona,4,1,demography,famplan,,,1
Jorge Campos Cordero,Sergio Correu Azcona,1,1,famplan,famplan,,,1
Alan Keller,Sergio Correu Azcona,5,1,famplan,famplan,,,1
Makhdoom A. Shah,Warren C. Robinson,1,1,famplan,famplan,,,1
Nasra M. Shah,Warren C. Robinson,8,1,demography,famplan,,,1
Kristin A. Moore,Steven B. Caldwell,7,1,sociology,famplan,,,1
John Laing,Suwardjono Surjaningrat,1,3,famplan,famplan,,,1
Haryono Suyono,John Laing,6,1,famplan,famplan,,,1
Asta M. Kenney,Jacqueline D. Forrest,1,3,famplan,famplan,,,1
Aida Torres,Asta M. Kenney,8,1,famplan,famplan,,,1
James F. Phillips,Ruth Simmons,6,6,famplan,pubh,,,3
George B. Simmons,Ruth Simmons,5,6,famplan,pubh,,,2
Md. Yunus,Ruth Simmons,1,6,famplan,pubh,,,1
J. Chakraborty,Ruth Simmons,8,6,demography,pubh,,,1
A. I. Chowdhury,Ruth Simmons,2,6,famplan,pubh,,,1
Mizanur Rahman,Ruth Simmons,1,6,famplan,pubh,,,1
B. D. Misra,Ruth Simmons,3,6,famplan,pubh,,,1
Ali Ashraf,Ruth Simmons,2,6,famplan,pubh,,,1
George Simmons,Ruth Simmons,1,6,famplan,pubh,,,1
Gayl D. Ness,Ruth Simmons,2,6,demography,pubh,,,1
Ruth Simmons,Stan Bernstein,6,3,pubh,pubh,,,1
Carol J. Rowland Hogue,Willard Cates Jr.,1,9,famplan,pubh,,,1
Carol J. Rowland Hogue,Christopher Tietze,1,20,famplan,famplan,,,1
Barbara K. Janowitz,Helen P. Koo,1,3,demography,demography,,,1
Dennis P. Hogan,Paul D. Frenzen,10,2,sociology,demography,,,2
Barbara L. Lindheim,James Trussell,3,24,famplan,demography,,,1
Barbara L. Lindheim,Jane Menken,3,11,famplan,demography,,Menken,1
Barbara L. Lindheim,Barbara Vaughan,3,3,famplan,famplan,,,1
Barbara L. Lindheim,Maureen A. Cotterill,3,2,famplan,famplan,,,2
Barbara L. Lindheim,Richard Lincoln,3,7,famplan,famplan,,,1
Barbara L. Lindheim,Brigitte Doring-Bradley,3,2,famplan,famplan,,,1
J. A. Ross,Shantha Madhavan,3,1,demography,demography,,,1
G. Feeney,J. A. Ross,2,3,demography,demography,,,1
J. A. Ross,Robert G. Potter,3,15,demography,famplan,,,1
Michael J. Rosenberg,Suraiya Jabeen,3,2,famplan,famplan,,,2
Roger W. Rochat,Suraiya Jabeen,7,2,pubh,famplan,,,1
Anthony R. Measham,Suraiya Jabeen,6,2,demography,famplan,,,2
M. Obaidullah,Suraiya Jabeen,1,2,famplan,famplan,,,1
Atiqur R. Khan,Suraiya Jabeen,1,2,famplan,famplan,,,1
Atiqur Rahman Khan,Suraiya Jabeen,4,2,demography,famplan,,,1
Jalaluddin Akbar,Suraiya Jabeen,1,2,famplan,famplan,,,1
Hasina Banu,Suraiya Jabeen,1,2,famplan,famplan,,,1
James F. Phillips,Suraiya Jabeen,6,2,famplan,famplan,,,1
Alejandro Portes,Kenneth L. Wilson,6,2,demography,sociology,,,1
Alejandro Portes,Robert Nash Parker,6,2,demography,sociology,,,1
Alejandro Portes,José A. Cobas,6,1,demography,sociology,,,1
Alejandro Portes,Robert L. Bach,6,6,demography,demography,,,1
Linda Atkinson,S. Bruce Schearer,2,4,famplan,famplan,,,2
Linda Atkinson,Oscar Harkavy,2,2,famplan,famplan,,Harkavy,2
Linda Atkinson,Richard Lincoln,2,7,famplan,famplan,,,2
Arnold Levine,William E. Bertrand,1,2,general,general,,,1
James F. Phillips,Md. Yunus,6,1,famplan,famplan,,,1
Md. Yunus,Ruth Simmons,1,6,famplan,pubh,,,1
George B. Simmons,Md. Yunus,5,1,famplan,famplan,,,1
Barbara K. Janowitz,Helen P. Koo,1,3,demography,demography,,,1
Helen P. Koo,Janet D. Griffith,3,2,demography,demography,,,2
C. M. Suchindran,Helen P. Koo,5,3,demography,demography,,,2
Lillian Tao,Peter C. Miller,1,2,famplan,famplan,,,1
Peter C. Miller,Robert J. Lapham,2,3,famplan,famplan,,,1
Peter C. Miller,Sriani Basnayake,2,1,famplan,famplan,,,1
James E. Higgins,Peter C. Miller,1,2,famplan,famplan,,,1
Peter C. Miller,Susan M. Rogers,2,1,famplan,famplan,,,1
Peter C. Miller,S. Elizabeth Kelly,2,1,famplan,famplan,,,1
Charles B. Nam,Norman L. Weatherby,5,1,sociology,demography,Nam,,1
Larry W. Isaac,Norman L. Weatherby,1,1,demography,demography,,,1
James H. Mielke,Lynn B. Jorde,2,2,eugenics,eugenics,,,2
James H. Mielke,P. Gene Trapp,2,2,eugenics,eugenics,,,2
Douglas L. Anderton,James H. Mielke,3,2,demography,eugenics,,,1
James H. Mielke,Kari Pitkanen,2,1,eugenics,demography,,,1
Aldur W. Eriksson,James H. Mielke,2,2,eugenics,eugenics,,,2
Dennis P. Hogan,Somphong Shevasunt,10,1,sociology,famplan,,,1
Kwanchai Thaithong,Somphong Shevasunt,1,1,famplan,famplan,,,1
Barbara Von Elm,Charles Hirschman,1,14,demography,sociology,,Hirschman,1
Ronald Freedman,Sou-Pen Wei,13,1,demography,famplan,Freedman,,1
Sou-Pen Wei,Tze-Hwa Fan,1,1,famplan,famplan,,,1
Mary Beth Weinberger,Sou-Pen Wei,2,1,demography,famplan,,,1
Abbas Bhuiya,Stan Dsouza,1,4,demography,famplan,,,1
Barbara Logue,Ira Rosenwaike,1,4,demography,eugenics,,,1
Karen Oppenheim Mason,V. T. Palan,3,2,demography,eugenics,Mason,,1
J. Timothy Johnson,V. T. Palan,2,2,eugenics,eugenics,,,1
Tan Boon Ann,V. T. Palan,2,2,eugenics,eugenics,,,1
C. Gray Swicegood,S. Philip Morgan,2,7,demography,sociology,,Morgan,2
C. Gray Swicegood,Ronald R. Rindfuss,2,21,demography,sociology,,Rindfuss,2
Mark C. E. Cheng,Y. M. Wong,2,1,famplan,famplan,,,1
Roger W. Rochat,Y. M. Wong,7,1,pubh,famplan,,,1
S. S. Ratnam,Y. M. Wong,1,1,famplan,famplan,,,1
James A. Palmore,Michael J. Furlong,8,1,demography,famplan,,,1
Francis X. Buchmeier,James A. Palmore,1,8,famplan,demography,,,1
Insook Han Park,James A. Palmore,1,8,famplan,demography,,,1
James A. Palmore,Laura M. Souder,8,1,demography,famplan,,,1
Chai Bin Park,James A. Palmore,3,8,famplan,demography,,,1
James A. Palmore,Lee-Jay Cho,8,4,demography,famplan,,,1
James A. Palmore,Larry Bumpass,8,5,demography,famplan,,Bumpass,1
James A. Palmore,Ronald R. Rindfuss,8,21,demography,sociology,,Rindfuss,1
James A. Palmore,Mercedes Concepcion,8,1,demography,demography,,,1
Byoung Mohk Choi,James A. Palmore,1,8,demography,demography,,,1
James A. Palmore,Roy G. Smith,8,3,demography,famplan,,,3
James A. Palmore,Robert W. Gardner,8,2,demography,demography,,,1
James A. Palmore,Patricia Steinhoff,8,1,demography,famplan,,,1
Chin S. Chung,James A. Palmore,1,8,famplan,demography,,,1
James A. Palmore,Patricia G. Steinhoff,8,2,demography,famplan,,,2
James A. Palmore,Milton Diamond,8,1,demography,famplan,,,1
C. S. Chung,James A. Palmore,1,8,famplan,demography,,,1
Donald E. Morisky,James A. Palmore,1,8,famplan,demography,,,1
James A. Palmore,Ronald J. Pion,8,1,demography,famplan,,,1
James A. Palmore,Mercedes B. Concepcion,8,3,demography,famplan,,,1
James A. Palmore,Nasra M. Shah,8,8,demography,demography,,,1
Reynolds Farley,Suzanne M. Bianchi,3,1,sociology,demography,Farley,Bianchi,1
Somsak Varakamin,Varaporn Devaphalin,5,1,famplan,famplan,,,1
Prayoon Klinshom,Varaporn Devaphalin,1,1,famplan,famplan,,,1
Tongplaew Narkavonnakit,Varaporn Devaphalin,4,1,famplan,famplan,,,1
Tony Bennett,Varaporn Devaphalin,4,1,famplan,famplan,,,1
Barbara Logue,Ira Rosenwaike,1,4,demography,eugenics,,,1
Ira Rosenwaike,Samuel H. Preston,4,16,eugenics,statistics,,Preston,1
Jay D. Teachman,Karen A. Polonko,8,1,famplan,sociology,,,1
Isaac W. Eberstein,Jan Reese Parker,2,1,demography,demography,,,1
Isaac W. Eberstein,W. Parker Frisbie,2,7,demography,demography,,Frisbie,1
Frank D. Bean,Isaac W. Eberstein,10,2,sociology,demography,,,1
G. Rodriguez,T. J. Trussell,1,2,demography,demography,,,1
J. Richard Udry,Karl E. Bauman,10,1,eugenics,demography,Udry,,1
Karl E. Bauman,Naomi M. Morris,1,2,demography,eugenics,,,1
Mizanur Rahman,Ruth Simmons,1,6,famplan,pubh,,,1
James F. Phillips,Mizanur Rahman,6,1,famplan,famplan,,,1
Charles Hirschman,Kim Blankenship,14,1,sociology,sociology,Hirschman,,1
Barbara B. Lamphere,Sandra L. Huffman,1,7,demography,famplan,,,1
Nasra M. Shah,Tauseef Ahmed,8,1,demography,famplan,,,1
Makhlisur Rahman,W. H. Mosley,4,2,famplan,famplan,,,1
Atiqur Rahman Khan,W. H. Mosley,4,2,demography,famplan,,,1
A. I. Chowdhury,W. H. Mosley,2,2,famplan,famplan,,,1
J. Chakraborty,W. H. Mosley,8,2,demography,famplan,,,2
Shushum Bhatia,W. H. Mosley,8,2,famplan,famplan,,,1
A. S. G. Faruque,W. H. Mosley,2,2,famplan,famplan,,,1
Carl W. Tyler Jr.,Willard Cates Jr.,2,9,famplan,pubh,,,1
Carl W. Tyler Jr.,Kenneth F. Schulz,2,3,famplan,famplan,,,1
Carl W. Tyler Jr.,David A. Grimes,2,2,famplan,famplan,,,1
Etienne Van De Walle,Susan Cotts Watkins,5,2,demography,history,Walle,,1
Etienne Van De Walle,John Knodel,5,17,demography,demography,Walle,,1
Etienne Van De Walle,Samuel H. Preston,5,16,demography,statistics,Walle,Preston,1
Etienne Van De Walle,Myron P. Gutmann,5,3,demography,history,Walle,,1
J. Timothy Johnson,Tan Boon Ann,2,2,eugenics,eugenics,,,1
J. Timothy Johnson,V. T. Palan,2,2,eugenics,eugenics,,,1
Graham Lord,Noreen Goldman,2,13,demography,famplan,,,2
Anne R. Pebley,Graham Lord,13,2,demography,demography,Pebley,,1
Frank D. Bean,Harley L. Browning,10,1,sociology,demography,,,1
Harley L. Browning,W. Parker Frisbie,1,7,demography,demography,,Frisbie,1
G. Littman,Nathan Keyfitz,1,9,demography,economics,,Keyfitz,1
Kristin A. Moore,Sandra L. Hofferth,7,7,sociology,sociology,,,2
Anne R. Pebley,James Trussell,13,24,demography,demography,Pebley,,2
David E. Bloom,James Trussell,5,24,eugenics,demography,,,1
James Trussell,Randall Olsen,24,1,demography,demography,,,1
James Trussell,Jane Menken,24,11,demography,demography,,Menken,8
Debra Stempel,James Trussell,1,24,demography,demography,,,1
James Trussell,Ozer Babakol,24,1,demography,demography,,,1
Charles Hammerslough,James Trussell,2,24,demography,demography,,,1
Geraldine P. Mineau,James Trussell,3,24,demography,demography,,,1
Eleanor Brown,James Trussell,1,24,demography,demography,,,1
Barbara L. Lindheim,James Trussell,3,24,famplan,demography,,,1
Barbara Vaughan,James Trussell,3,24,famplan,demography,,,2
Elise F. Jones,James Trussell,9,24,demography,demography,,,1
Allen L. Schirm,James Trussell,1,24,famplan,demography,,,1
James Trussell,William R. Grady,24,2,demography,famplan,,,1
James Trussell,Robert A. Hatcher,24,1,demography,famplan,,,1
Charles F. Westoff,James Trussell,29,24,demography,demography,Westoff,,1
James Trussell,Susan Watkins,24,1,demography,history,,,1
James Trussell,Richard Steckel,24,1,demography,history,,,1
James Trussell,John B. Casterline,24,2,demography,famplan,,,1
James Trussell,Rose E. Frisch,24,5,demography,general,,,1
James Trussell,Samuel Preston,24,2,demography,demography,,Preston,1
Ansley J. Coale,James Trussell,14,24,general,demography,Coale,,1
James Trussell,Maxine Weinstein,24,1,demography,demography,,,1
James Trussell,Kenneth W. Wachter,24,5,demography,general,,,1
James Trussell,Robert W. Fogel,24,2,demography,history,,,1
James Trussell,Stanley L. Engerman,24,6,demography,history,,,1
D. E. Bloom,J. Trussell,1,3,demography,demography,,,1
J. Trussell,K. Hill,3,4,demography,demography,,,1
J. Trussell,Linda G. Martin,3,5,demography,demography,,,1
Florentina Reyes Salvail,J. Trussell,1,3,demography,demography,,,1
J. Trussell,Nasra M. Shah,3,8,demography,demography,,,1
Alan Thomas Richards,Samuel H. Preston,1,16,demography,statistics,,Preston,1
Julian Gold,Nancy Binkin,1,1,famplan,famplan,,,1
Julian Gold,Willard Cates Jr.,1,9,famplan,pubh,,,1
Howard W. Ory,Lynn C. Landman,5,8,famplan,famplan,,,2
Allan Rosenfield,Lynn C. Landman,4,8,famplan,famplan,,,2
Milton Diamond,Patricia G. Steinhoff,1,2,famplan,famplan,,,1
Milton Diamond,Roy G. Smith,1,3,famplan,famplan,,,1
James A. Palmore,Milton Diamond,8,1,demography,famplan,,,1
C. S. Chung,Milton Diamond,1,1,famplan,famplan,,,1
J. Mayone Stycos,Roger C. Avery,8,5,demography,famplan,,,1
Aziz Bindary,Roger C. Avery,1,5,famplan,famplan,,,1
Atef M. Khalifa,Roger C. Avery,1,5,famplan,famplan,,,1
Hussein Abdel-Aziz Sayed,Roger C. Avery,1,5,famplan,famplan,,,1
Ann Way,Roger C. Avery,1,5,famplan,famplan,,,1
Charles J. Mode,Roger C. Avery,1,5,demography,famplan,,,1
Gary S. Littman,Roger C. Avery,1,5,demography,famplan,,,1
Robert G. Potter,Roger C. Avery,15,5,famplan,famplan,,,1
Michael R. Haines,Roger C. Avery,12,5,demography,famplan,,,3
Michael A. Strong,Roger C. Avery,1,5,demography,famplan,,,1
David L. Featherman,Dennis P. Hogan,1,10,sociology,sociology,,,1
Christopher Tietze,John Bongaarts,20,22,famplan,demography,,,4
Christopher Tietze,Sung-Bong Hong,20,1,famplan,famplan,,,1
Ahrudh K. Jain,Christopher Tietze,1,20,famplan,famplan,,,1
Christopher Tietze,Jacqueline Darroch Forrest,20,9,famplan,demography,,,2
Christopher Tietze,Ellen Sullivan,20,2,famplan,famplan,,,2
Christopher Tietze,Stanley K. Henshaw,20,8,famplan,famplan,,,1
Carol J. Rowland Hogue,Christopher Tietze,1,20,famplan,famplan,,,1
Christopher Tietze,Willard Cates Jr.,20,9,famplan,pubh,,,2
Bruce Schearer,Christopher Tietze,1,20,famplan,famplan,,,1
Christopher Tietze,Frederick S. Jaffe,20,7,famplan,famplan,,,1
J. A. Ross,Shantha Madhavan,3,1,demography,demography,,,1
Atiqur Rahman Khan,Makhlisur Rahman,4,4,demography,famplan,,,1
Atiqur Rahman Khan,W. H. Mosley,4,2,demography,famplan,,,1
A. I. Chowdhury,Atiqur Rahman Khan,2,4,famplan,demography,,,1
Atiqur Rahman Khan,J. Chakraborty,4,8,demography,demography,,,1
Atiqur Rahman Khan,Douglas H. Huber,4,3,demography,famplan,,,1
Anthony R. Measham,Atiqur Rahman Khan,6,4,demography,demography,,,1
Atiqur Rahman Khan,Michael J. Rosenberg,4,3,demography,famplan,,,1
Atiqur Rahman Khan,Suraiya Jabeen,4,2,demography,famplan,,,1
Atiqur Rahman Khan,Jalaluddin Akbar,4,1,demography,famplan,,,1
Atiqur Rahman Khan,Hasina Banu,4,1,demography,famplan,,,1
Atiqur Rahman Khan,James F. Phillips,4,6,demography,famplan,,,1
A. K. M. Alauddin Chowdhury,Atiqur Rahman Khan,6,4,general,demography,,,1
Atiqur Rahman Khan,Lincoln C. Chen,4,10,demography,famplan,,,1
Celeste Smucker,George B. Simmons,1,5,demography,famplan,,,1
Celeste Smucker,Stan Bernstein,1,3,demography,pubh,,,1
Celeste Smucker,Eric Jensen,1,1,demography,demography,,,1
J. Dennis Willigan,Lee L. Bean,2,2,demography,demography,,,2
Geraldine P. Mineau,Lee L. Bean,3,2,demography,demography,,,2
Douglas L. Anderton,Lee L. Bean,3,2,demography,demography,,,1
Katherine A. Lynch,Lee L. Bean,1,2,demography,demography,,,1
Robert G. Potter,S. R. Millman,15,1,famplan,famplan,,,1
Patricia G. Steinhoff,Roy G. Smith,2,3,famplan,famplan,,,2
James A. Palmore,Patricia G. Steinhoff,8,2,demography,famplan,,,2
Milton Diamond,Patricia G. Steinhoff,1,2,famplan,famplan,,,1
C. S. Chung,Patricia G. Steinhoff,1,2,famplan,famplan,,,1
Donald E. Morisky,Patricia G. Steinhoff,1,2,famplan,famplan,,,1
Patricia G. Steinhoff,Ronald J. Pion,2,1,famplan,famplan,,,1
Harvey A. Garn,Janet Rothenberg Pack,1,2,economics,history,,,1
Janet Rothenberg Pack,William H. Frey,2,7,history,demography,,,1
Douglas L. Anderton,Joseph Conaty,3,1,demography,demography,,,1
Douglas L. Anderton,Thomas W. Pullum,3,3,demography,demography,,,1
Douglas L. Anderton,James H. Mielke,3,2,demography,eugenics,,,1
Douglas L. Anderton,Lynn B. Jorde,3,2,demography,eugenics,,,1
Douglas L. Anderton,P. Gene Trapp,3,2,demography,eugenics,,,1
Douglas L. Anderton,Kari Pitkanen,3,1,demography,demography,,,1
Aldur W. Eriksson,Douglas L. Anderton,2,3,eugenics,demography,,,1
Douglas L. Anderton,J. Dennis Willigan,3,2,demography,demography,,,1
Douglas L. Anderton,Geraldine P. Mineau,3,3,demography,demography,,,1
Douglas L. Anderton,Lee L. Bean,3,2,demography,demography,,,1
H. I. Goldberg,W. Rodrigues,1,1,demography,demography,,,1
A. M. T. Thome,H. I. Goldberg,1,1,demography,demography,,,1
Barbara Janowitz,H. I. Goldberg,4,1,demography,demography,,,1
H. I. Goldberg,L. Morris,1,1,demography,demography,,,1
A. A. Armar,Hervé Gauthier,1,4,famplan,famplan,,,1
A. A. Armar,George F. Brown,1,6,famplan,famplan,,,1
Chusie Sujpluem,Nicholas H. Wright,1,3,famplan,famplan,,,1
Allan G. Rosenfield,Chusie Sujpluem,1,1,famplan,famplan,,,1
Chusie Sujpluem,Somsak Varakamin,1,5,famplan,famplan,,,1
Aziz Bindary,J. Mayone Stycos,1,8,famplan,demography,,,1
Aziz Bindary,Roger C. Avery,1,5,famplan,famplan,,,1
Atef M. Khalifa,Aziz Bindary,1,1,famplan,famplan,,,1
Aziz Bindary,Hussein Abdel-Aziz Sayed,1,1,famplan,famplan,,,1
Ann Way,Aziz Bindary,1,1,famplan,famplan,,,1
Michael R. Haines,Roger C. Avery,12,5,demography,famplan,,,3
Michael A. Strong,Michael R. Haines,1,12,demography,demography,,,1
Michael R. Haines,Samuel H. Preston,12,16,demography,statistics,,Preston,1
Stephen J. Williams,Thomas W. Pullum,2,3,demography,demography,,,1
Douglas L. Anderton,Thomas W. Pullum,3,3,demography,demography,,,1
Joseph Conaty,Thomas W. Pullum,1,3,demography,demography,,,1
Charles B. Nam,Morgan Lyons,5,1,sociology,demography,Nam,,1
Kathleen A. Ockay,Morgan Lyons,1,1,demography,demography,,,1
J. T. Johnson,L. Corsa,1,1,demography,demography,,,1
L. Corsa,R. Chander,1,1,demography,demography,,,1
L. Corsa,N. L. Aziz,1,1,demography,demography,,,1
Dorothy Fernandez,L. Corsa,4,1,economics,demography,,,1
B. A. Tan,L. Corsa,1,1,demography,demography,,,1
H. Bond,L. Corsa,1,1,demography,demography,,,1
Haryono Suyono,Suwardjono Surjaningrat,6,3,famplan,famplan,,,2
Haryono Suyono,John Laing,6,1,famplan,famplan,,,1
Haryono Suyono,Nancy Piet,6,1,famplan,famplan,,,1
Farquhar Stirling,Haryono Suyono,1,6,famplan,famplan,,,1
Haryono Suyono,John A. Ross,6,7,famplan,demography,,,1
Haryono Suyono,Jeremiah Sullivan,6,1,famplan,famplan,,,1
Haryono Suyono,Wongsokusumo Bahrawi,6,1,famplan,famplan,,,1
A. Hartoadi,Haryono Suyono,1,6,famplan,famplan,,,1
Haryono Suyono,J. S. Parsons,6,3,famplan,famplan,,,3
Haryono Suyono,Jay D. Teachman,6,8,famplan,famplan,,,1
Haryono Suyono,Rohadi,6,1,famplan,famplan,,,1
Charles Hirschman,Nancy J. Mcgirr,14,1,sociology,demography,Hirschman,,1
Alfredo Gallegos,Jorge Garcia Pena,1,1,famplan,famplan,,,1
Jorge Garcia Pena,Jose Antonio Solis,1,1,famplan,famplan,,,1
Alan Keller,Jorge Garcia Pena,5,1,famplan,famplan,,,1
Anne R. Pebley,Elena Brinemann,13,1,demography,famplan,Pebley,,1
Elena Brinemann,Hernan Delgado,1,2,famplan,demography,,,1
Frank D. Bean,Gray Swicegood,10,1,sociology,sociology,,,1
James H. Mielke,Lynn B. Jorde,2,2,eugenics,eugenics,,,2
Lynn B. Jorde,P. Gene Trapp,2,2,eugenics,eugenics,,,2
Douglas L. Anderton,Lynn B. Jorde,3,2,demography,eugenics,,,1
Kari Pitkanen,Lynn B. Jorde,1,2,demography,eugenics,,,1
Aldur W. Eriksson,Lynn B. Jorde,2,2,eugenics,eugenics,,,2
Charles B. Nam,Norman L. Weatherby,5,1,sociology,demography,Nam,,1
Charles B. Nam,Larry W. Isaac,5,1,sociology,demography,Nam,,1
Charles B. Nam,Morgan Lyons,5,1,sociology,demography,Nam,,1
Charles B. Nam,Kathleen A. Ockay,5,1,sociology,demography,Nam,,1
Gordon F. De Jong,Ralph R. Sell,3,3,general,demography,,,1
Gordon F. De Jong,Ricardo G. Abad,3,1,general,demography,,,1
Fred Arnold,Gordon F. De Jong,3,3,demography,general,,,1
Benjamin V. Carino,Gordon F. De Jong,1,3,demography,general,,,1
Gordon F. De Jong,James T. Fawcett,3,3,general,demography,,,1
Gordon F. De Jong,Robert W. Gardner,3,2,general,demography,,,1
Gary H. Mcclelland,Kathy R. Widmer,3,1,demography,demography,,,1
Carol A. Nickerson,Gary H. Mcclelland,1,3,demography,demography,,,1
Clyde H. Coombs,Gary H. Mcclelland,1,3,demography,demography,,,1
Gary H. Mcclelland,Lolagene C. Coombs,3,12,demography,famplan,,,1
Ronald Freedman,Te-Hsiung Sun,13,8,demography,famplan,Freedman,,5
Hui-Sheng Lin,Ronald Freedman,1,13,famplan,demography,,Freedman,1
Albert I. Hermalin,Ronald Freedman,6,13,demography,demography,Hermalin,Freedman,2
Ming-Cheng Chang,Ronald Freedman,7,13,famplan,demography,,Freedman,4
Ronald Freedman,Tze-Hwa Fan,13,1,demography,famplan,Freedman,,1
Ronald Freedman,Sou-Pen Wei,13,1,demography,famplan,Freedman,,1
Mary Beth Weinberger,Ronald Freedman,2,13,demography,demography,,Freedman,2
Bernard Berelson,Ronald Freedman,12,13,demography,demography,Berelson,Freedman,1
Arland Thornton,Ronald Freedman,12,13,famplan,demography,Thornton,Freedman,2
Deborah S. Freedman,Ronald Freedman,3,13,demography,demography,,Freedman,2
Lolagene C. Coombs,Ronald Freedman,12,13,famplan,demography,,Freedman,1
Ronald Freedman,Siew-Ean Khoo,13,5,demography,demography,Freedman,,1
Bondan Supraptilah,Ronald Freedman,1,13,famplan,demography,,Freedman,1
Baron Moots,Ronald Freedman,1,13,demography,demography,,Freedman,1
Barbara Janowitz,Christine E. Colven,4,1,demography,famplan,,,1
Christine E. Colven,Joaquin A. Nunez,1,1,famplan,famplan,,,1
Christine E. Colven,Deborah L. Covington,1,1,famplan,famplan,,,1
Allan G. Rosenfield,Nicholas H. Wright,1,3,famplan,famplan,,,1
Allan G. Rosenfield,Chusie Sujpluem,1,1,famplan,famplan,,,1
Allan G. Rosenfield,Somsak Varakamin,1,5,famplan,famplan,,,1
Judith Bourne Rooks,Willard Cates Jr.,1,9,famplan,pubh,,,1
