source,target,scount,tcount,sfield,tfield,slast,tlast,weight
J. Y. Peng,L. P. Chow,4,10,famplan,famplan,,,2
L. P. Chow,Silvia Pedraza,10,1,famplan,famplan,,,1
L. P. Chow,Roger Avery,10,2,famplan,famplan,,,1
L. P. Chow,Leslie Corsa Jr.,10,2,famplan,pubh,,,1
L. P. Chow,P. T. Liu,10,1,famplan,demography,,,1
CéSar PeláEz,John D. Durand,1,3,pubh,general,,Durand,1
CéSar PeláEz,D. S. Thomas,1,2,pubh,pubh,,,1
CéSar PeláEz,R. O. Carleton,1,2,pubh,pubh,,,1
CéSar PeláEz,L. Baumgartner,1,1,pubh,pubh,,,1
CéSar PeláEz,Everett S. Lee,1,6,pubh,demography,,Lee,1
Linda Atkinson,Robert Castadot,1,1,famplan,famplan,,,1
Alvaro Cuadros,Robert Castadot,1,1,famplan,famplan,,,1
Allan G. Rosenfield,Robert Castadot,7,1,famplan,famplan,,,1
Donald J. Bogue,Gino Germani,10,1,demography,pubh,Bogue,,1
D. S. Thomas,Gino Germani,2,1,pubh,pubh,,,1
Gino Germani,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
Gino Germani,T. K. Burch,1,2,pubh,pubh,,,1
Gino Germani,John D. Durand,1,3,pubh,general,,Durand,1
A. H. Neiva,Gino Germani,3,1,pubh,pubh,,,1
Gino Germani,J. C. Elizaga,1,2,pubh,pubh,,,1
Ariffin Bin Marzuki,Ten Love,5,1,demography,famplan,,,1
Ariffin Bin Marzuki,James A. Palmore,5,6,demography,famplan,,,3
Ariffin Bin Marzuki,Robert E. Klein,5,1,demography,sociology,,,1
Ariffin Bin Marzuki,J. Gilbert Hardee,5,3,demography,famplan,,,1
Ariffin Bin Marzuki,Tan Boon Ann,5,5,demography,demography,,,1
Ariffin Bin Marzuki,Hew Wai Sin,5,1,demography,famplan,,,1
Ariffin Bin Marzuki,Paul M. Hirsch,5,1,demography,demography,,,1
J. Richard Udry,Marvin Levy,8,1,pubh,famplan,Udry,,1
Lydia T. Clark,Marvin Levy,1,1,famplan,famplan,,,1
Charles L. Chase,Marvin Levy,2,1,demography,famplan,,,1
John F. Kantner,Melvin Zelnik,10,10,demography,demography,Kantner,,6
Melvin Zelnik,Philip R. Kunz,10,1,demography,demography,,,1
Melvin Zelnik,Merlin B. Brinkerhoff,10,2,demography,demography,,,1
Clark E. Vincent,Melvin Zelnik,1,10,demography,demography,,,1
Carl M. Cochrane,Melvin Zelnik,1,10,demography,demography,,,1
C. Allen Haney,Melvin Zelnik,1,10,demography,demography,,,1
James A. Palmore,Lee-Jay Cho,6,5,famplan,famplan,,,1
James A. Palmore,Lyle Saunders,6,2,famplan,demography,,,1
Ariffin Bin Marzuki,James A. Palmore,5,6,demography,famplan,,,3
James A. Palmore,Robert E. Klein,6,1,famplan,sociology,,,1
James A. Palmore,Paul M. Hirsch,6,1,famplan,demography,,,1
James A. Palmore,Milton Diamond,6,1,famplan,famplan,,,1
James A. Palmore,Roy G. Smith,6,1,famplan,famplan,,,1
James A. Palmore,Patricia G. Steinhoff,6,1,famplan,famplan,,,1
Charles B. Nam,Henry S. Shryock Jr.,3,1,sociology,sociology,Nam,Shryock,1
George C. Worth,Kyung Shik Chang,2,2,famplan,famplan,,,2
Kyung Shik Chang,Walter B. Watson,2,3,famplan,sociology,,,1
Kyung Shik Chang,Peter H. Michael,2,2,famplan,famplan,,,2
Enver Adil,Nafis Sadik,2,1,demography,famplan,,,1
J. Gilbert Hardee,Nafis Sadik,3,1,famplan,famplan,,,1
Karl E. Taeuber,Omer R. Galle,9,3,sociology,demography,,,1
Alma F. Taeuber,Karl E. Taeuber,2,9,demography,sociology,,,2
Karl E. Taeuber,Reynolds Farley,9,14,sociology,demography,,Farley,4
Karl E. Taeuber,Paul R. Williams,9,2,sociology,pubh,,,1
Karl E. Taeuber,Norman B. Ryder,9,19,sociology,famplan,,Ryder,1
Karl E. Taeuber,Philip M. Hauser,9,16,sociology,demography,,Hauser,3
Elliot Liebow,Karl E. Taeuber,5,9,pubh,sociology,,,3
G. Franklin Edwards,Karl E. Taeuber,4,9,pubh,sociology,,,3
Clyde V. Kiser,Karl E. Taeuber,7,9,pubh,sociology,Kiser,,1
Irene B. Taeuber,Karl E. Taeuber,12,9,pubh,sociology,Taeuber,,2
Daniel O. Price,Karl E. Taeuber,7,9,demography,sociology,,,3
Joseph D. Beasley,Karl E. Taeuber,10,9,famplan,sociology,,,2
James A. Jones,Karl E. Taeuber,1,9,pubh,sociology,,,1
Jessie S. Bernard,Karl E. Taeuber,2,9,pubh,sociology,,,1
Karl E. Taeuber,Paul C. Glick,9,11,sociology,pubh,,Glick,1
Frank W. Notestein,Karl E. Taeuber,8,9,demography,sociology,Notestein,,2
C. R. Lawrence,Karl E. Taeuber,2,9,pubh,sociology,,,2
Karl E. Taeuber,W. Parker Mauldin,9,7,sociology,pubh,,Mauldin,1
Donald J. Bogue,Karl E. Taeuber,10,9,demography,sociology,Bogue,,1
Edwin D. Driver,Karl E. Taeuber,7,9,demography,sociology,,,1
James E. Teele,Karl E. Taeuber,4,9,pubh,sociology,,,2
Joseph S. Himes,Karl E. Taeuber,2,9,pubh,sociology,,,1
Karl E. Taeuber,Preston Valien,9,4,sociology,pubh,,,1
Daniel C. Thompson,Karl E. Taeuber,5,9,pubh,sociology,,,1
J. Richard Udry,Karl E. Bauman,8,6,pubh,demography,Udry,,4
Charles L. Chase,Karl E. Bauman,2,6,demography,demography,,,1
B. Mariano Requena,Christopher Tietze,2,18,pubh,pubh,,,1
B. Mariano Requena,F. Osborn,2,1,pubh,pubh,,,1
B. Mariano Requena,R. Armijo,2,1,pubh,pubh,,,1
B. Mariano Requena,Tegualda Monreal,2,2,pubh,pubh,,,1
B. Mariano Requena,Donald J. Bogue,2,10,pubh,demography,,Bogue,1
Ernest A. T. Barth,Walter B. Watson,1,3,sociology,sociology,,,1
Kyung Shik Chang,Walter B. Watson,2,3,famplan,sociology,,,1
George C. Worth,Walter B. Watson,2,3,famplan,sociology,,,1
Peter H. Michael,Walter B. Watson,2,3,famplan,sociology,,,1
George Worth,Walter B. Watson,2,3,famplan,sociology,,,1
Dae Woo Han,Walter B. Watson,2,3,famplan,sociology,,,1
O. D. Finnigan,Walter B. Watson,1,3,famplan,sociology,,,1
S. M. Keeny,Walter B. Watson,4,3,famplan,sociology,,,1
Evelyn M. Kitagawa,Philip M. Hauser,2,16,eugenics,demography,Kitagawa,Hauser,1
Etienne Van De Walle,John Knodel,9,9,economics,famplan,Walle,,3
Etienne Van De Walle,Hilary Page,9,1,economics,demography,Walle,,1
Edward Shorter,Etienne Van De Walle,2,9,history,economics,,Walle,1
Etienne Van De Walle,Louise Kantrow,9,1,economics,demography,Walle,,1
L. P. Chow,M. C. Chang,10,5,famplan,pubh,,,2
M. C. Chang,T. H. Liu,5,2,pubh,pubh,,,2
F. L. Chen,M. C. Chang,1,5,famplan,pubh,,,1
M. C. Chang,T. H. Sun,5,6,pubh,demography,,,2
George P. Cernada,M. C. Chang,6,5,famplan,pubh,,,2
Anrudh K. Jain,M. C. Chang,6,5,pubh,pubh,,,1
M. C. Chang,T. C. Hsu,5,2,pubh,demography,,,1
M. C. Chang,Ronald Freedman,5,33,pubh,famplan,,Freedman,1
J. Timothy Johnson,Tan Boon Ann,1,5,demography,demography,,,1
J. Timothy Johnson,Leslie Corsa,1,2,demography,demography,,,1
Charles F. Westoff,Raymond H. Potvin,24,2,famplan,demography,Westoff,,2
Norman B. Ryder,Raymond H. Potvin,19,2,famplan,demography,Ryder,,1
Carl F. Grindstaff,G. Edward Ebanks,1,2,demography,demography,,,1
G. Edward Ebanks,P. M. George,2,1,demography,demography,,,1
Charles E. Nobbe,G. Edward Ebanks,3,2,sociology,demography,,,1
James A. Jones,Karl E. Taeuber,1,9,pubh,sociology,,,1
James A. Jones,Jessie S. Bernard,1,2,pubh,pubh,,,1
James A. Jones,Paul C. Glick,1,11,pubh,pubh,,Glick,1
Frank W. Notestein,James A. Jones,8,1,demography,pubh,Notestein,,1
C. R. Lawrence,James A. Jones,2,1,pubh,pubh,,,1
James A. Jones,W. Parker Mauldin,1,7,pubh,pubh,,Mauldin,1
Donald J. Bogue,James A. Jones,10,1,demography,pubh,Bogue,,1
Elliot Liebow,James A. Jones,5,1,pubh,pubh,,,1
James A. Jones,Philip M. Hauser,1,16,pubh,demography,,Hauser,1
Edwin D. Driver,James A. Jones,7,1,demography,pubh,,,1
G. Franklin Edwards,James A. Jones,4,1,pubh,pubh,,,1
James A. Jones,Joseph D. Beasley,1,10,pubh,famplan,,,1
Daniel O. Price,James A. Jones,7,1,demography,pubh,,,1
James A. Jones,James E. Teele,1,4,pubh,pubh,,,1
Anna L. Southam,Oscar Harkavy,1,5,demography,demography,,Harkavy,1
Anna L. Southam,Lyle Saunders,1,2,demography,demography,,,1
Beatrice R. Pollack,H. William Mooney,1,1,pubh,pubh,,,1
Beatrice R. Pollack,Leslie Corsa Jr.,1,2,pubh,pubh,,,1
Jae Mo Yang,Man Gap Lee,1,1,demography,demography,,,1
Man Gap Lee,Sook Bang,1,6,demography,demography,,,1
Man Gap Lee,Myung Ho Kim,1,1,demography,demography,,,1
James A. Palmore,Milton Diamond,6,1,famplan,famplan,,,1
Milton Diamond,Roy G. Smith,1,1,famplan,famplan,,,1
Milton Diamond,Patricia G. Steinhoff,1,1,famplan,famplan,,,1
David M. Heer,Elsa S. Turner,14,1,famplan,demography,,,1
Ann Fischer,Joseph D. Beasley,1,10,demography,famplan,,,1
Carl L. Harter,Joseph D. Beasley,6,10,demography,famplan,,,1
Joseph D. Beasley,Ralph F. Frankowski,10,3,famplan,famplan,,,3
C. Morton Hawkins,Joseph D. Beasley,1,10,pubh,famplan,,,1
John P. Wells,Joseph D. Beasley,1,10,famplan,famplan,,,1
Gwendolyn Z. Johnson,Joseph D. Beasley,1,10,pubh,famplan,,,1
Joseph D. Beasley,Joseph S. Himes,10,2,famplan,pubh,,,1
Joseph D. Beasley,P. B. Cornely,10,1,famplan,pubh,,,1
G. Franklin Edwards,Joseph D. Beasley,4,10,pubh,famplan,,,3
Joseph D. Beasley,Preston Valien,10,4,famplan,pubh,,,2
Joseph D. Beasley,Karl A. Smith,10,4,famplan,pubh,,,1
Charles B. Arnold,Joseph D. Beasley,3,10,famplan,famplan,,,1
Irene B. Taeuber,Joseph D. Beasley,12,10,pubh,famplan,Taeuber,,2
Joseph D. Beasley,Paul C. Glick,10,11,famplan,pubh,,Glick,2
Daniel O. Price,Joseph D. Beasley,7,10,demography,famplan,,,3
Joseph D. Beasley,Philip M. Hauser,10,16,famplan,demography,,Hauser,3
Donald J. Bogue,Joseph D. Beasley,10,10,demography,famplan,Bogue,,2
Daniel C. Thompson,Joseph D. Beasley,5,10,pubh,famplan,,,1
Joseph D. Beasley,Reynolds Farley,10,14,famplan,demography,,Farley,3
Joseph D. Beasley,Paul R. Williams,10,2,famplan,pubh,,,1
Joseph D. Beasley,Norman B. Ryder,10,19,famplan,famplan,,Ryder,1
Joseph D. Beasley,Karl E. Taeuber,10,9,famplan,sociology,,,2
Elliot Liebow,Joseph D. Beasley,5,10,pubh,famplan,,,2
Clyde V. Kiser,Joseph D. Beasley,7,10,pubh,famplan,Kiser,,1
James A. Jones,Joseph D. Beasley,1,10,pubh,famplan,,,1
Jessie S. Bernard,Joseph D. Beasley,2,10,pubh,famplan,,,1
Frank W. Notestein,Joseph D. Beasley,8,10,demography,famplan,Notestein,,1
C. R. Lawrence,Joseph D. Beasley,2,10,pubh,famplan,,,1
Joseph D. Beasley,W. Parker Mauldin,10,7,famplan,pubh,,Mauldin,1
Edwin D. Driver,Joseph D. Beasley,7,10,demography,famplan,,,1
James E. Teele,Joseph D. Beasley,4,10,pubh,famplan,,,1
Reynolds Farley,Sarah Hobbs,14,1,demography,demography,Farley,,1
Halliman H. Winsborough,Sarah Hobbs,1,1,demography,demography,,,1
Clyde V. Kiser,Myrna E. Frank,7,2,pubh,pubh,Kiser,,2
Clyde V. Kiser,Reynolds Farley,7,14,pubh,demography,Kiser,Farley,2
Clyde V. Kiser,Paul R. Williams,7,2,pubh,pubh,Kiser,,1
Clyde V. Kiser,Norman B. Ryder,7,19,pubh,famplan,Kiser,Ryder,1
Clyde V. Kiser,Karl E. Taeuber,7,9,pubh,sociology,Kiser,,1
Clyde V. Kiser,Philip M. Hauser,7,16,pubh,demography,Kiser,Hauser,1
Clyde V. Kiser,Elliot Liebow,7,5,pubh,pubh,Kiser,,1
Clyde V. Kiser,G. Franklin Edwards,7,4,pubh,pubh,Kiser,,1
Clyde V. Kiser,Irene B. Taeuber,7,12,pubh,pubh,Kiser,Taeuber,1
Clyde V. Kiser,Daniel O. Price,7,7,pubh,demography,Kiser,,1
Clyde V. Kiser,Joseph D. Beasley,7,10,pubh,famplan,Kiser,,1
Clyde V. Kiser,Dorothy G. Wiehl,7,1,pubh,pubh,Kiser,,1
Clyde V. Kiser,Paul C. Glick,7,11,pubh,pubh,Kiser,Glick,1
Clyde V. Kiser,Wilson H. Grabill,7,6,pubh,demography,Kiser,,1
B. Mariano Requena,Christopher Tietze,2,18,pubh,pubh,,,1
Christopher Tietze,F. Osborn,18,1,pubh,pubh,,,1
Christopher Tietze,R. Armijo,18,1,pubh,pubh,,,1
Christopher Tietze,J. Mayone Stycos,18,13,pubh,pubh,,,2
Christopher Tietze,R. Delgado,18,1,pubh,pubh,,,1
Christopher Tietze,O. Mendoza,18,1,pubh,pubh,,,1
Christopher Tietze,R. O. Carleton,18,2,pubh,pubh,,,1
Christopher Tietze,Everett S. Lee,18,6,pubh,demography,,Lee,1
Christopher Tietze,J. Arias,18,3,pubh,pubh,,,1
Christopher Tietze,F. Rath,18,1,pubh,pubh,,,1
Christopher Tietze,Mindel C. Sheps,18,14,pubh,demography,,,1
Christopher Tietze,R. Puffer,18,2,pubh,pubh,,,2
Christopher Tietze,Donald J. Bogue,18,10,pubh,demography,,Bogue,1
Christopher Tietze,M-F. Hall,18,2,pubh,pubh,,,1
Christopher Tietze,Rolando Armijo,18,2,pubh,pubh,,,1
Christopher Tietze,Tegualda Monreal,18,2,pubh,pubh,,,1
Christopher Tietze,M. Requena B.,18,1,pubh,pubh,,,1
Christopher Tietze,M-FrançOise Hall,18,2,pubh,pubh,,,1
Charles F. Westoff,Christopher Tietze,24,18,famplan,pubh,Westoff,,1
Christopher Tietze,Karl A. Smith,18,4,pubh,pubh,,,2
Christopher Tietze,Sarah Lewit,18,10,pubh,demography,,,7
Christopher Tietze,Sarah Lewitt,18,1,pubh,famplan,,,1
David A. May,David M. Heer,1,14,demography,famplan,,,1
John B. Wyon,Nadipuram R. Parthasarathy,3,1,pubh,demography,,,1
Nadipuram R. Parthasarathy,Stephen L. Finner,1,1,demography,demography,,,1
David M. Heer,Nadipuram R. Parthasarathy,14,1,famplan,demography,,,1
John E. Gordon,Nadipuram R. Parthasarathy,3,1,pubh,demography,,,1
Mildred B. Beck,Sidney H. Newman,1,1,famplan,famplan,,,1
Mildred B. Beck,Sarah Lewit,1,10,famplan,demography,,,1
John P. Wells,Joseph D. Beasley,1,10,famplan,famplan,,,1
Jane A. Menken,Jeanne Clare Ridley,4,4,pubh,pubh,Menken,,2
Jane A. Menken,Mindel C. Sheps,4,14,pubh,demography,Menken,,4
Jane A. Menken,Joan W. Lingner,4,2,pubh,pubh,Menken,,2
Annette P. Radick,Jane A. Menken,1,4,demography,pubh,,Menken,1
Basil G. Zimmer,Calvin Goldscheider,2,4,demography,sociology,,,1
A. K. Jain,Robert G. Potter,1,18,demography,famplan,,,1
A. K. Jain,B. Mccann,1,1,demography,demography,,,1
Elza S. Berquo,Imre Simon,1,1,pubh,pubh,,,1
Imre Simon,Rubens M. Marques,1,1,pubh,pubh,,,1
Imre Simon,Maria L. Milanesi,1,1,pubh,pubh,,,1
Imre Simon,Jose S. Martins,1,1,pubh,pubh,,,1
Eunice Pinho,Imre Simon,1,1,pubh,pubh,,,1
Imre Simon,Irene B. Taeuber,1,12,pubh,pubh,,Taeuber,1
Lee-Jay Cho,Lyle Saunders,5,2,famplan,demography,,,1
James A. Palmore,Lyle Saunders,6,2,famplan,demography,,,1
Lyle Saunders,Oscar Harkavy,2,5,demography,demography,,Harkavy,1
Anna L. Southam,Lyle Saunders,1,2,demography,demography,,,1
David P. Smith,Tae Ryong Kim,1,1,famplan,famplan,,,1
David P. Smith,John A. Ross,1,11,famplan,demography,,,1
Daniel R. Weintraub,Susan B. Wald,2,1,famplan,famplan,,,1
Daniel R. Weintraub,Joy G. Dryfoos,2,7,famplan,famplan,,,1
Daniel R. Weintraub,Frederick S. Jaffe,2,17,famplan,general,,,1
Daniel R. Weintraub,Jean P. Cobb,2,1,famplan,famplan,,,1
Carita Jo Bernsohn,Daniel R. Weintraub,1,2,famplan,famplan,,,1
Charles B. Nam,Henry S. Shryock Jr.,3,1,sociology,sociology,Nam,Shryock,1
Charles B. Nam,Susan O. Gustavus,3,3,sociology,famplan,Nam,,2
Kyung Shik Chang,Peter H. Michael,2,2,famplan,famplan,,,2
George C. Worth,Peter H. Michael,2,2,famplan,famplan,,,2
Peter H. Michael,Walter B. Watson,2,3,famplan,sociology,,,1
Elza S. Berquo,Irene B. Taeuber,1,12,pubh,pubh,,Taeuber,1
Irene B. Taeuber,Rubens M. Marques,12,1,pubh,pubh,Taeuber,,1
Irene B. Taeuber,Maria L. Milanesi,12,1,pubh,pubh,Taeuber,,1
Irene B. Taeuber,Jose S. Martins,12,1,pubh,pubh,Taeuber,,1
Eunice Pinho,Irene B. Taeuber,1,12,pubh,pubh,,Taeuber,1
Imre Simon,Irene B. Taeuber,1,12,pubh,pubh,,Taeuber,1
Irene B. Taeuber,Preston Valien,12,4,pubh,pubh,Taeuber,,2
Irene B. Taeuber,Paul C. Glick,12,11,pubh,pubh,Taeuber,Glick,1
Daniel O. Price,Irene B. Taeuber,7,12,demography,pubh,,Taeuber,3
Irene B. Taeuber,Philip M. Hauser,12,16,pubh,demography,Taeuber,Hauser,3
Donald J. Bogue,Irene B. Taeuber,10,12,demography,pubh,Bogue,Taeuber,1
Irene B. Taeuber,Joseph D. Beasley,12,10,pubh,famplan,Taeuber,,2
Daniel C. Thompson,Irene B. Taeuber,5,12,pubh,pubh,,Taeuber,2
Irene B. Taeuber,Reynolds Farley,12,14,pubh,demography,Taeuber,Farley,4
Irene B. Taeuber,Paul R. Williams,12,2,pubh,pubh,Taeuber,,1
Irene B. Taeuber,Norman B. Ryder,12,19,pubh,famplan,Taeuber,Ryder,1
Irene B. Taeuber,Karl E. Taeuber,12,9,pubh,sociology,Taeuber,,2
Elliot Liebow,Irene B. Taeuber,5,12,pubh,pubh,,Taeuber,2
G. Franklin Edwards,Irene B. Taeuber,4,12,pubh,pubh,,Taeuber,2
Clyde V. Kiser,Irene B. Taeuber,7,12,pubh,pubh,Kiser,Taeuber,1
Irene B. Taeuber,Joseph S. Himes,12,2,pubh,pubh,Taeuber,,1
C. R. Lawrence,Irene B. Taeuber,2,12,pubh,pubh,,Taeuber,1
Irene B. Taeuber,James E. Teele,12,4,pubh,pubh,Taeuber,,1
Frank W. Notestein,Irene B. Taeuber,8,12,demography,pubh,Notestein,Taeuber,1
Gino Germani,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
Donald J. Bogue,Ronald Freedman,10,33,demography,famplan,Bogue,Freedman,2
D. S. Thomas,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
Ronald Freedman,T. K. Burch,33,2,famplan,pubh,Freedman,,2
John D. Durand,Ronald Freedman,3,33,general,famplan,Durand,Freedman,1
A. H. Neiva,Ronald Freedman,3,33,pubh,famplan,,Freedman,2
J. C. Elizaga,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
Lolagene Coombs,Ronald Freedman,3,33,sociology,famplan,,Freedman,3
Robert O. Carleton,Ronald Freedman,2,33,demography,famplan,,Freedman,1
A. Lopez,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
C. V. Kiser,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
Lolagene C. Coombs,Ronald Freedman,8,33,demography,famplan,,Freedman,6
Judith Friedman,Ronald Freedman,2,33,sociology,famplan,,Freedman,2
Carmen Miro,Ronald Freedman,5,33,demography,famplan,,Freedman,1
Ferdinand Rath,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
Arthur A. Campbell,Ronald Freedman,10,33,famplan,famplan,Campbell,Freedman,1
Charles F. Westoff,Ronald Freedman,24,33,famplan,famplan,Westoff,Freedman,1
G. PéRez,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
J. Mayone Stycos,Ronald Freedman,13,33,pubh,famplan,,Freedman,1
Mindel C. Sheps,Ronald Freedman,14,33,demography,famplan,,Freedman,1
F. E. Linder,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
M-F. Hall,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
David Goldberg,Ronald Freedman,1,33,demography,famplan,Goldberg,Freedman,1
Larry Bumpass,Ronald Freedman,8,33,general,famplan,Bumpass,Freedman,3
Otis Dudley Duncan,Ronald Freedman,8,33,sociology,famplan,Duncan,Freedman,1
J. Michael Coble,Ronald Freedman,1,33,demography,famplan,,Freedman,1
Doris P. Slesinger,Ronald Freedman,1,33,demography,famplan,,Freedman,1
John Y. Takeshita,Ronald Freedman,4,33,demography,famplan,,Freedman,2
Lien-Pin Chow,Ronald Freedman,2,33,pubh,famplan,,Freedman,2
Robert G. Potter,Ronald Freedman,18,33,famplan,famplan,,Freedman,3
Anrudh K. Jain,Ronald Freedman,6,33,pubh,famplan,,Freedman,3
Albert I. Hermalin,Ronald Freedman,6,33,sociology,famplan,Hermalin,Freedman,2
Arjun L. Adlakha,Ronald Freedman,1,33,demography,famplan,,Freedman,1
Lien-Ping Chow,Ronald Freedman,2,33,general,famplan,,Freedman,1
Joanna Muller,Ronald Freedman,1,33,demography,famplan,,Freedman,1
Ronald Freedman,T. H. Sun,33,6,famplan,demography,Freedman,,2
D. N. Namboothiri,Ronald Freedman,2,33,demography,famplan,,Freedman,2
A. Adlakha,Ronald Freedman,2,33,demography,famplan,,Freedman,2
K. C. Chan,Ronald Freedman,2,33,demography,famplan,,Freedman,2
D. Narayanan Namboothiri,Ronald Freedman,1,33,demography,famplan,,Freedman,1
Ronald Freedman,William F. Pratt,33,1,famplan,sociology,Freedman,,1
Ming-Chen Chang,Ronald Freedman,1,33,famplan,famplan,,Freedman,1
Roger Avery,Ronald Freedman,2,33,famplan,famplan,,Freedman,1
Ming-Cheng Chang,Ronald Freedman,1,33,famplan,famplan,,Freedman,1
Ronald Freedman,Te-Hsiung Sun,33,1,famplan,famplan,Freedman,,1
Ronald Freedman,T. C. Hsu,33,2,famplan,demography,Freedman,,1
M. C. Chang,Ronald Freedman,5,33,pubh,famplan,,Freedman,1
Howard C. Taylor,Robert J. Lapham,1,4,famplan,demography,,,1
J. D. Allingham,T. R. Balakrishnan,2,4,demography,demography,,,2
J. D. Allingham,John F. Kantner,2,10,demography,demography,,Kantner,2
Merlin B. Brinkerhoff,Phillip R. Kunz,2,3,demography,demography,,,1
Brian L. Pitcher,Phillip R. Kunz,1,3,demography,demography,,,1
Evan T. Peterson,Phillip R. Kunz,1,3,demography,demography,,,1
Andre E. Hellegers,Gail A. Shea,1,1,famplan,famplan,,,1
Andre E. Hellegers,Thomas K. Burch,1,6,famplan,famplan,,,1
Andre E. Hellegers,Gustavo Perez,1,1,famplan,famplan,,,1
Andre E. Hellegers,Miriam OrdoñEz,1,1,famplan,famplan,,,1
Andre E. Hellegers,Joseph Van Kemanade,1,1,famplan,famplan,,,1
Andre E. Hellegers,Jan Hutjes,1,1,famplan,famplan,,,1
Lolagene C. Coombs,William F. Pratt,8,1,demography,sociology,,,1
Ronald Freedman,William F. Pratt,33,1,famplan,sociology,Freedman,,1
Judith Friedman,William F. Pratt,2,1,sociology,sociology,,,1
James A. Sweet,Larry L. Bumpass,5,4,famplan,sociology,,Bumpass,1
James A. Sweet,Sarah Betsy Cohen,5,1,famplan,demography,,,1
Charas Yamarat,Donald O. Cowgill,1,2,pubh,general,,,1
Charas Yamarat,Srisomang Keovichit,1,1,pubh,pubh,,,1
Charas Yamarat,Robert G. Burnight,1,1,pubh,pubh,,,1
Charas Yamarat,J. Richard Udry,1,8,pubh,pubh,,Udry,1
Jean Van Der Tak,Murray Gendell,1,5,demography,demography,,,1
Myrna M. Weissman,Ruth Barnhouse-Beuscher,1,1,general,general,,,1
Lewis C. Frank Jr.,Ruth Barnhouse-Beuscher,1,1,general,general,,,1
Richard Reynolds,Ruth Barnhouse-Beuscher,2,1,general,general,,,1
Ruth Barnhouse-Beuscher,Willard Johnson,1,1,general,general,,,1
Judith Blake,Ruth Barnhouse-Beuscher,13,1,general,general,Blake,,1
John D. Allingham,T. R. Balakrishnan,2,4,demography,demography,,,1
John D. Allingham,John F. Kantner,2,10,demography,demography,,Kantner,1
Chi Hoon Choi,Sook Bang,1,6,famplan,demography,,,1
Chi Hoon Choi,Sang Whan Song,1,1,famplan,famplan,,,1
Lee Jay Cho,Wilson H. Grabill,1,6,demography,demography,,,1
J. D. Allingham,T. R. Balakrishnan,2,4,demography,demography,,,2
John F. Kantner,T. R. Balakrishnan,10,4,demography,demography,Kantner,,3
John D. Allingham,T. R. Balakrishnan,2,4,demography,demography,,,1
Frank W. Notestein,Frederick W. Osborn,8,1,demography,pubh,Notestein,Osborn,1
Frank W. Notestein,Karl E. Taeuber,8,9,demography,sociology,Notestein,,2
Frank W. Notestein,James A. Jones,8,1,demography,pubh,Notestein,,1
Frank W. Notestein,Jessie S. Bernard,8,2,demography,pubh,Notestein,,1
Frank W. Notestein,Paul C. Glick,8,11,demography,pubh,Notestein,Glick,1
C. R. Lawrence,Frank W. Notestein,2,8,pubh,demography,,Notestein,2
Frank W. Notestein,W. Parker Mauldin,8,7,demography,pubh,Notestein,Mauldin,1
Donald J. Bogue,Frank W. Notestein,10,8,demography,demography,Bogue,Notestein,2
Elliot Liebow,Frank W. Notestein,5,8,pubh,demography,,Notestein,2
Frank W. Notestein,Philip M. Hauser,8,16,demography,demography,Notestein,Hauser,3
Edwin D. Driver,Frank W. Notestein,7,8,demography,demography,,Notestein,2
Frank W. Notestein,G. Franklin Edwards,8,4,demography,pubh,Notestein,,2
Frank W. Notestein,Joseph D. Beasley,8,10,demography,famplan,Notestein,,1
Daniel O. Price,Frank W. Notestein,7,8,demography,demography,,Notestein,3
Frank W. Notestein,James E. Teele,8,4,demography,pubh,Notestein,,2
Frank W. Notestein,Joseph S. Himes,8,2,demography,pubh,Notestein,,1
Frank W. Notestein,Preston Valien,8,4,demography,pubh,Notestein,,1
Daniel C. Thompson,Frank W. Notestein,5,8,pubh,demography,,Notestein,2
Frank W. Notestein,Reynolds Farley,8,14,demography,demography,Notestein,Farley,1
Frank W. Notestein,Irene B. Taeuber,8,12,demography,pubh,Notestein,Taeuber,1
Carl L. Harter,Frank W. Notestein,6,8,demography,demography,,Notestein,1
Frank W. Notestein,Norman B. Ryder,8,19,demography,famplan,Notestein,Ryder,1
Frank W. Notestein,Paul B. Cornely,8,1,demography,pubh,Notestein,,1
C. V. Willie,Frank W. Notestein,3,8,pubh,demography,,Notestein,1
Frank W. Notestein,Karl A. Smith,8,4,demography,pubh,Notestein,,1
Charles B. Nam,Susan O. Gustavus,3,3,sociology,famplan,Nam,,2
Carmen Miro,Walter Mertens,5,2,demography,demography,,,1
Kingsley Davis,Walter Mertens,3,2,demography,demography,Davis,,1
Reynolds Farley,Sarah Hobbs,14,1,demography,demography,Farley,,1
Halliman H. Winsborough,Reynolds Farley,1,14,demography,demography,,Farley,1
Karl E. Taeuber,Reynolds Farley,9,14,sociology,demography,,Farley,4
